,0
1872,1-131507
1873,1-529130
1874,1-237726
1875,1-147196
1876,1-512241
1877,1-621982
1878,1-306356
1879,1-165512
1880,1-253096
1881,1-326311
1882,1-481814
1883,1-488890
1884,1-189018
1885,1-443496
1886,1-616409
1887,1-385077
1888,1-550989
1889,1-82678
1890,1-342088
1891,1-3355
1892,1-42434
1893,1-419249
1894,1-136957
1895,1-621001
1896,1-634089
1897,1-92669
1898,1-452109
1899,1-437942
1900,1-80665
1901,1-456771
1902,1-148443
1903,1-495396
1904,1-576435
1905,1-225226
1906,1-499904
1907,1-119360
1908,1-543206
1909,1-403425
1910,1-626650
1911,1-421452
1912,1-210985
1913,1-323057
1914,1-89527
1915,1-27599
1916,1-423618
1917,1-178399
1918,1-619597
1919,1-134293
1920,1-422149
1921,1-263495
1922,1-623641
1923,1-114820
1924,1-462799
1925,1-492536
1926,1-494611
1927,1-322277
1928,1-279878
1929,1-589371
1930,1-358204
1931,1-356973
1932,1-269084
1933,1-129119
1934,1-589280
1935,1-538095
1936,1-25729
1937,1-502533
1938,1-526556
1939,1-79971
1940,1-566208
1941,1-398414
1942,1-492850
1943,1-401192
1944,1-435757
1945,1-395593
1946,1-178695
1947,1-248535
1948,1-351123
1949,1-301961
1950,1-509760
1951,1-177685
1952,1-403845
1953,1-124418
1954,1-316030
1955,1-455166
1956,1-414400
1957,1-41141
1958,1-500566
1959,1-631514
1960,1-30545
1961,1-607851
1962,1-74106
1963,1-38463
1964,1-274870
1965,1-629695
1966,1-74338
1967,1-337288
1968,1-386430
1969,1-416400
1970,1-8680
1971,1-118169
1972,1-549545
1973,1-159357
1974,1-40167
1975,1-381161
1976,1-102668
1977,1-349869
1978,1-55529
1979,1-150907
1980,1-456693
1981,1-399194
1982,1-74149
1983,1-542616
1984,1-249641
1985,1-607402
1986,1-209533
1987,1-197017
1988,1-324789
1989,1-559664
1990,1-281764
1991,1-239877
1992,1-74255
1993,1-307780
1994,1-558989
1995,1-240438
1996,1-380787
1997,1-429361
1998,1-456418
1999,1-211311
2000,1-448259
2001,1-615485
2002,1-474888
2003,1-439993
2004,1-431110
2005,1-43663
2006,1-341358
2007,1-153556
2008,1-200146
2009,1-179556
2010,1-626776
2011,1-364984
2012,1-411108
2013,1-298482
2014,1-282791
2015,1-415668
2016,1-408394
2017,1-448013
2018,1-225565
2019,1-623253
2020,1-523865
2021,1-585313
2022,1-566335
2023,1-618581
2024,1-530967
2025,1-519318
2026,1-260092
2027,1-240006
2028,1-490042
2029,1-544235
2030,1-619995
2031,1-164798
2032,1-74462
2033,1-456504
2034,1-200287
2035,1-16876
2036,1-336851
2037,1-499194
2038,1-136749
2039,1-350378
2040,1-256150
2041,1-333792
2042,1-301691
2043,1-103659
2044,1-633775
2045,1-67874
2046,1-522568
2047,1-125701
2048,1-38392
2049,1-118005
2050,1-333806
2051,1-313354
2052,1-457248
2053,1-84018
2054,1-394470
2055,1-41133
2056,1-316385
2057,1-227653
2058,1-423345
2059,1-32696
2060,1-323851
2061,1-455088
2062,1-519838
2063,1-380045
2064,1-47870
2065,1-163154
2066,1-560806
2067,1-87774
2068,1-443423
2069,1-229458
2070,1-604915
2071,1-569216
2072,1-37400
2073,1-443774
2074,1-101341
2075,1-50472
2076,1-229021
2077,1-83031
2078,1-431656
2079,1-415883
2080,1-40297
2081,1-83058
2082,1-310529
2083,1-31374
2084,1-390277
2085,1-421546
2086,1-141774
2087,1-513893
2088,1-500288
2089,1-392413
2090,1-627678
2091,1-161340
2092,1-423820
2093,1-229890
2094,1-436941
2095,1-171943
2096,1-129181
2097,1-24962
2098,1-238315
2099,1-277375
2100,1-36832
2101,1-246743
2102,1-358711
2103,1-387708
2104,1-160493
2105,1-404139
2106,1-529114
2107,1-240076
2108,1-616732
2109,1-210694
2110,1-140702
2111,1-211239
2112,1-638561
2113,1-459133
2114,1-222136
2115,1-282322
2116,1-632293
2117,1-135032
2118,1-535858
2119,1-175414
2120,1-103703
2121,1-188993
2122,1-329233
2123,1-332377
2124,1-78040
2125,1-261370
2126,1-346950
2127,1-241811
2128,1-43137
2129,1-48039
2130,1-613905
2131,1-148046
2132,1-333771
2133,1-342364
2134,1-186510
2135,1-156794
2136,1-330838
2137,1-363516
2138,1-271959
2139,1-151307
2140,1-441568
2141,1-122400
2142,1-482551
2143,1-336777
2144,1-74577
2145,1-198182
2146,1-345366
2147,1-585278
2148,1-296799
2149,1-261280
2150,1-195513
2151,1-386744
2152,1-361780
2153,1-576342
2154,1-576022
2155,1-284317
2156,1-329532
2157,1-331427
2158,1-168489
2159,1-429394
2160,1-241830
2161,1-392272
2162,1-449722
2163,1-487379
2164,1-468196
2165,1-242552
2166,1-608516
2167,1-236032
2168,1-489766
2169,1-256346
2170,1-119684
2171,1-633548
2172,1-277103
2173,1-221948
2174,1-513247
2175,1-195370
2176,1-410230
2177,1-210701
2178,1-161621
2179,1-360013
2180,1-386814
2181,1-102416
2182,1-36903
2183,1-323223
2184,1-79976
2185,1-138281
2186,1-331080
2187,1-349347
2188,1-236865
2189,1-226352
2190,1-270185
2191,1-78868
2192,1-266328
2193,1-633475
2194,1-236045
2195,1-136712
2196,1-385415
2197,1-273422
2198,1-485236
2199,1-482369
2200,1-431854
2201,1-45268
2202,1-590046
2203,1-99728
2204,1-456717
2205,1-388053
2206,1-549098
2207,1-493013
2208,1-180308
2209,1-89186
2210,1-567916
2211,1-454906
2212,1-456936
2213,1-123769
2214,1-368846
2215,1-474464
2216,1-535391
2217,1-460913
2218,1-179900
2219,1-436258
2220,1-495573
2221,1-269632
2222,1-81110
2223,1-470383
2224,1-456933
2225,1-147548
2226,1-252881
2227,1-494302
2228,1-594150
2229,1-387368
2230,1-630101
2231,1-58199
2232,1-382839
2233,1-24375
2234,1-67037
2235,1-331581
2236,1-379380
2237,1-51750
2238,1-306905
2239,1-457246
2240,1-419213
2241,1-321684
2242,1-545340
2243,1-515698
2244,1-173269
2245,1-332316
2246,1-398981
2247,1-399725
2248,1-415904
2249,1-341003
2250,1-605833
2251,1-428368
2252,1-462694
2253,1-508235
2254,1-357523
2255,1-246656
2256,1-456726
2257,1-604748
2258,1-256287
2259,1-350100
2260,1-189376
2261,1-107121
2262,1-207451
2263,1-120750
2264,1-259826
2265,1-52494
2266,1-247600
2267,1-638567
2268,1-590151
2269,1-33848
2270,1-105643
2271,1-116874
2272,1-248824
2273,1-269070
2274,1-17358
2275,1-474426
2276,1-310480
2277,1-458888
2278,1-389150
2279,1-355870
2280,1-602760
2281,1-170238
2282,1-186020
2283,1-37494
2284,1-41420
2285,1-69179
2286,1-525427
2287,1-334576
2288,1-488706
2289,1-456499
2290,1-233983
2291,1-456922
2292,1-451534
2293,1-476220
2294,1-173397
2295,1-270308
2296,1-127044
2297,1-235754
2298,1-495584
2299,1-215371
2300,1-360906
2301,1-589500
2302,1-253870
2303,1-26934
2304,1-530925
2305,1-486482
2306,1-640023
2307,1-98820
2308,1-605459
2309,1-443742
2310,1-239916
2311,1-50187
2312,1-232167
2313,1-424415
2314,1-245879
2315,1-471246
2316,1-565951
2317,1-26904
2318,1-321979
2319,1-24041
2320,1-33508
2321,1-198196
2322,1-578364
2323,1-500799
2324,1-380548
2325,1-467320
2326,1-55576
2327,1-512555
2328,1-510384
2329,1-54970
2330,1-363394
2331,1-336336
2332,1-269986
2333,1-210903
2334,1-420187
2335,1-248634
2336,1-426476
2337,1-4599
2338,1-476732
2339,1-446257
2340,1-447087
2341,1-338771
2342,1-583105
2343,1-239753
2344,1-63314
2345,1-412131
2346,1-460840
2347,1-378375
2348,1-422201
2349,1-278221
2350,1-632026
2351,1-134734
2352,1-471011
2353,1-270074
2354,1-102531
2355,1-136304
2356,1-568944
2357,1-369371
2358,1-85006
2359,1-456405
2360,1-152292
2361,1-383040
2362,1-156604
2363,1-262801
2364,1-47196
2365,1-18178
2366,1-434188
2367,1-398021
2368,1-112584
2369,1-534090
2370,1-80575
2371,1-394855
2372,1-151702
2373,1-299337
2374,1-183181
2375,1-530918
2376,1-92502
2377,1-262904
2378,1-220210
2379,1-351357
2380,1-539672
2381,1-492389
2382,1-343368
2383,1-79747
2384,1-39995
2385,1-68816
2386,1-589017
2387,1-504807
2388,1-187505
2389,1-409362
2390,1-369582
2391,1-170279
2392,1-459726
2393,1-559770
2394,1-47385
2395,1-175852
2396,1-55784
2397,1-297084
2398,1-324942
2399,1-31160
2400,1-111767
2401,1-241240
2402,1-447610
2403,1-61841
2404,1-225202
2405,1-635796
2406,1-175605
2407,1-155004
2408,1-261127
2409,1-283403
2410,1-360081
2411,1-424081
2412,1-424574
2413,1-561319
2414,1-154920
2415,1-506876
2416,1-443890
2417,1-612718
2418,1-95058
2419,1-75779
2420,1-197166
2421,1-605965
2422,1-357480
2423,1-260645
2424,1-83138
2425,1-334509
2426,1-246525
2427,1-33220
2428,1-24524
2429,1-459743
2430,1-91762
2431,1-401690
2432,1-102817
2433,1-565156
2434,1-14258
2435,1-493351
2436,1-425959
2437,1-627026
2438,1-190110
2439,1-341257
2440,1-110770
2441,1-131263
2442,1-197270
2443,1-576021
2444,1-248565
2445,1-182981
2446,1-28715
2447,1-430741
2448,1-542817
2449,1-172774
2450,1-620038
2451,1-493243
2452,1-2742
2453,1-33006
2454,1-244681
2455,1-259250
2456,1-346485
2457,1-42646
2458,1-89108
2459,1-196444
2460,1-127328
2461,1-341222
2462,1-159142
2463,1-156375
2464,1-62942
2465,1-13140
2466,1-262883
2467,1-94604
2468,1-609044
2469,1-476485
2470,1-627666
2471,1-516338
2472,1-261594
2473,1-300931
2474,1-186040
2475,1-348043
2476,1-257657
2477,1-575045
2478,1-380310
2479,1-504222
2480,1-239915
2481,1-542878
2482,1-4400
2483,1-493238
2484,1-157013
2485,1-320267
2486,1-233386
2487,1-524570
2488,1-447851
2489,1-104497
2490,1-353805
2491,1-356862
2492,1-560522
2493,1-470004
2494,1-176205
2495,1-496258
2496,1-628823
2497,1-33881
2498,1-51616
2499,1-394326
2500,1-72166
2501,1-335454
2502,1-476391
2503,1-307704
2504,1-594226
2505,1-465705
2506,1-625194
2507,1-89060
2508,1-154024
2509,1-166077
2510,1-385771
2511,1-119904
2512,1-76
2513,1-574676
2514,1-590975
2515,1-633591
2516,1-140429
2517,1-408337
2518,1-37477
2519,1-484348
2520,1-330573
2521,1-477558
2522,1-473135
2523,1-84026
2524,1-587626
2525,1-589752
2526,1-171567
2527,1-283761
2528,1-399376
2529,1-363319
2530,1-144223
2531,1-612181
2532,1-420559
2533,1-236542
2534,1-149621
2535,1-340801
2536,1-305966
2537,1-247424
2538,1-605521
2539,1-567664
2540,1-592007
2541,1-112320
2542,1-327703
2543,1-315770
2544,1-543596
2545,1-586641
2546,1-27113
2547,1-323911
2548,1-536362
2549,1-41910
2550,1-535445
2551,1-199750
2552,1-365624
2553,1-410997
2554,1-631878
2555,1-487345
2556,1-468287
2557,1-441567
2558,1-605549
2559,1-39452
2560,1-361861
2561,1-520383
2562,1-195171
2563,1-264158
2564,1-565452
2565,1-424214
2566,1-339533
2567,1-103774
2568,1-547808
2569,1-144884
2570,1-568665
2571,1-386913
2572,1-37068
2573,1-201173
2574,1-42744
2575,1-128126
2576,1-64855
2577,1-128876
2578,1-210323
2579,1-185830
2580,1-108696
2581,1-452463
2582,1-171330
2583,1-15944
2584,1-76762
2585,1-153103
2586,1-409200
2587,1-260640
2588,1-352538
2589,1-395450
2590,1-110336
2591,1-490287
2592,1-274002
2593,1-496882
2594,1-188531
2595,1-494068
2596,1-436748
2597,1-35530
2598,1-413674
2599,1-175884
2600,1-345775
2601,1-429633
2602,1-444133
2603,1-504796
2604,1-195704
2605,1-179024
2606,1-424624
2607,1-443563
2608,1-352081
2609,1-629950
2610,1-615401
2611,1-496315
2612,1-359641
2613,1-314013
2614,1-494344
2615,1-407977
2616,1-72928
2617,1-110304
2618,1-620277
2619,1-605997
2620,1-423650
2621,1-496229
2622,1-387502
2623,1-499670
2624,1-459660
2625,1-461399
2626,1-161786
2627,1-412897
2628,1-224909
2629,1-87546
2630,1-163268
2631,1-621952
2632,1-482133
2633,1-184362
2634,1-98175
2635,1-616576
2636,1-36448
2637,1-168978
2638,1-267543
2639,1-12461
2640,1-568657
2641,1-222332
2642,1-302129
2643,1-33486
2644,1-363805
2645,1-550860
2646,1-244028
2647,1-548172
2648,1-593640
2649,1-12135
2650,1-41258
2651,1-255248
2652,1-8435
2653,1-336073
2654,1-32848
2655,1-564332
2656,1-53544
2657,1-511570
2658,1-471427
2659,1-265124
2660,1-482936
2661,1-279962
2662,1-282851
2663,1-117169
2664,1-455365
2665,1-616064
2666,1-423447
2667,1-156483
2668,1-313474
2669,1-512079
2670,1-404174
2671,1-208117
2672,1-403693
2673,1-529541
2674,1-156646
2675,1-282996
2676,1-175184
2677,1-456668
2678,1-180208
2679,1-370580
2680,1-178315
2681,1-29400
2682,1-217752
2683,1-556821
2684,1-69253
2685,1-62254
2686,1-435025
2687,1-144470
2688,1-421316
2689,1-92702
2690,1-259573
2691,1-433439
2692,1-234980
2693,1-364494
2694,1-148841
2695,1-169222
2696,1-236099
2697,1-444946
2698,1-351223
2699,1-99875
2700,1-55574
2701,1-131877
2702,1-94139
2703,1-356778
2704,1-507531
2705,1-228364
2706,1-444801
2707,1-530076
2708,1-200813
2709,1-281143
2710,1-336446
2711,1-372943
2712,1-495508
2713,1-176258
2714,1-189820
2715,1-589153
2716,1-624479
2717,1-319440
2718,1-617758
2719,1-329067
2720,1-197867
2721,1-308815
2722,1-626493
2723,1-523440
2724,1-356008
2725,1-441475
2726,1-569442
2727,1-546912
2728,1-452235
2729,1-85921
2730,1-66489
2731,1-223136
2732,1-330411
2733,1-364507
2734,1-23274
2735,1-32058
2736,1-125481
2737,1-590771
2738,1-437462
2739,1-455215
2740,1-398265
2741,1-28144
2742,1-15406
2743,1-281037
2744,1-493727
2745,1-298490
2746,1-302403
2747,1-141892
2748,1-112637
2749,1-452470
2750,1-529427
2751,1-73154
2752,1-457085
2753,1-258885
2754,1-240613
2755,1-155792
2756,1-296398
2757,1-178374
2758,1-575738
2759,1-435340
2760,1-65156
2761,1-289868
2762,1-456022
2763,1-452110
2764,1-102925
2765,1-381980
2766,1-66864
2767,1-171300
2768,1-521819
2769,1-201108
2770,1-494224
2771,1-574923
2772,1-247036
2773,1-440795
2774,1-200058
2775,1-167169
2776,1-411046
2777,1-243983
2778,1-485326
2779,1-508691
2780,1-404253
2781,1-412398
2782,1-443457
2783,1-447581
2784,1-50019
2785,1-75706
2786,1-280030
2787,1-592501
2788,1-420190
2789,1-67678
2790,1-357864
2791,1-460343
2792,1-165079
2793,1-535366
2794,1-96307
2795,1-488112
2796,1-398964
2797,1-134399
2798,1-147623
2799,1-142097
2800,1-471744
2801,1-108741
2802,1-476473
2803,1-157605
2804,1-347935
2805,1-197780
2806,1-366938
2807,1-634665
2808,1-229811
2809,1-326674
2810,1-274689
2811,1-423788
2812,1-528259
2813,1-146028
2814,1-256234
2815,1-627352
2816,1-403652
2817,1-13824
2818,1-80437
2819,1-460288
2820,1-594233
2821,1-522187
2822,1-33642
2823,1-276818
2824,1-160972
2825,1-108264
2826,1-542370
2827,1-283350
2828,1-217887
2829,1-324762
2830,1-625214
2831,1-421651
2832,1-97497
2833,1-323603
2834,1-391160
2835,1-95069
2836,1-567108
2837,1-548341
2838,1-605958
2839,1-1832
2840,1-613088
2841,1-575788
2842,1-587103
2843,1-4111
2844,1-604835
2845,1-542861
2846,1-247339
2847,1-160153
2848,1-166672
2849,1-330397
2850,1-210971
2851,1-135078
2852,1-347555
2853,1-565245
2854,1-233108
2855,1-456850
2856,1-404235
2857,1-228007
2858,1-638739
2859,1-303271
2860,1-604111
2861,1-633932
2862,1-585724
2863,1-585513
2864,1-542850
2865,1-472859
2866,1-328878
2867,1-298360
2868,1-490028
2869,1-566438
2870,1-279320
2871,1-188548
2872,1-385422
2873,1-195737
2874,1-338359
2875,1-121973
2876,1-57590
2877,1-389413
2878,1-565305
2879,1-248289
2880,1-411449
2881,1-274865
2882,1-122139
2883,1-447152
2884,1-384065
2885,1-388749
2886,1-205194
2887,1-543765
2888,1-350349
2889,1-586684
2890,1-464857
2891,1-55156
2892,1-285315
2893,1-299614
2894,1-325432
2895,1-544548
2896,1-195763
2897,1-125900
2898,1-456519
2899,1-576061
2900,1-388134
2901,1-186792
2902,1-505504
2903,1-400313
2904,1-631864
2905,1-410676
2906,1-36945
2907,1-278195
2908,1-301987
2909,1-445106
2910,1-565067
2911,1-498893
2912,1-84108
2913,1-532796
2914,1-382557
2915,1-284197
2916,1-542720
2917,1-520252
2918,1-33506
2919,1-230930
2920,1-324740
2921,1-530486
2922,1-531132
2923,1-245089
2924,1-53753
2925,1-451523
2926,1-505486
2927,1-241
2928,1-500135
2929,1-466438
2930,1-92744
2931,1-496262
2932,1-294344
2933,1-593236
2934,1-114741
2935,1-432092
2936,1-195465
2937,1-399477
2938,1-545274
2939,1-639776
2940,1-604172
2941,1-109234
2942,1-484375
2943,1-468493
2944,1-249663
2945,1-447994
2946,1-450123
2947,1-530711
2948,1-23938
2949,1-464199
2950,1-60537
2951,1-340091
2952,1-619326
2953,1-560340
2954,1-61085
2955,1-516542
2956,1-515568
2957,1-604860
2958,1-350319
2959,1-605075
2960,1-33808
2961,1-397890
2962,1-220008
2963,1-35401
2964,1-634328
2965,1-252202
2966,1-454475
2967,1-329632
2968,1-448529
2969,1-138089
2970,1-24557
2971,1-125696
2972,1-245337
2973,1-281927
2974,1-505468
2975,1-601420
2976,1-579573
2977,1-155754
2978,1-275583
2979,1-123788
2980,1-580634
2981,1-516426
2982,1-419288
2983,1-118238
2984,1-575974
2985,1-298906
2986,1-508912
2987,1-297924
2988,1-515839
2989,1-226417
2990,1-633396
2991,1-302083
2992,1-384185
2993,1-104455
2994,1-155117
2995,1-357866
2996,1-30238
2997,1-81020
2998,1-495394
2999,1-266298
3000,1-616380
3001,1-536440
3002,1-569034
3003,1-165016
3004,1-182299
3005,1-143056
3006,1-456862
3007,1-352293
3008,1-164351
3009,1-586713
3010,1-149878
3011,1-338746
3012,1-246191
3013,1-258062
3014,1-80034
3015,1-517836
3016,1-282699
3017,1-101718
3018,1-439457
3019,1-98769
3020,1-522231
3021,1-279940
3022,1-630195
3023,1-68636
3024,1-569178
3025,1-447486
3026,1-45427
3027,1-299561
3028,1-113964
3029,1-113830
3030,1-411222
3031,1-469432
3032,1-457128
3033,1-303075
3034,1-55683
3035,1-447443
3036,1-118433
3037,1-386876
3038,1-367725
3039,1-55827
3040,1-64150
3041,1-415389
3042,1-451468
3043,1-196390
3044,1-422153
3045,1-574806
3046,1-50712
3047,1-245896
3048,1-215395
3049,1-211007
3050,1-535231
3051,1-83042
3052,1-605638
3053,1-139778
3054,1-125176
3055,1-30121
3056,1-450389
3057,1-69162
3058,1-184467
3059,1-302333
3060,1-236937
3061,1-565306
3062,1-327687
3063,1-89835
3064,1-294262
3065,1-186571
3066,1-213204
3067,1-268544
3068,1-198238
3069,1-439868
3070,1-493157
3071,1-64168
3072,1-61780
3073,1-309733
3074,1-272265
3075,1-329297
3076,1-585646
3077,1-210346
3078,1-85397
3079,1-369267
3080,1-457753
3081,1-230042
3082,1-296694
3083,1-167075
3084,1-603032
3085,1-29656
3086,1-35953
3087,1-489949
3088,1-569077
3089,1-241040
3090,1-136508
3091,1-444757
3092,1-358269
3093,1-429154
3094,1-609579
3095,1-627411
3096,1-61147
3097,1-171315
3098,1-209442
3099,1-467687
3100,1-8015
3101,1-212005
3102,1-541367
3103,1-435740
3104,1-364902
3105,1-216720
3106,1-507487
3107,1-85292
3108,1-93793
3109,1-103377
3110,1-249386
3111,1-526079
3112,1-273041
3113,1-60209
3114,1-509240
3115,1-198774
3116,1-131023
3117,1-249206
3118,1-195378
3119,1-376926
3120,1-428232
3121,1-544319
3122,1-17090
3123,1-623985
3124,1-301081
3125,1-166992
3126,1-37169
3127,1-507686
3128,1-187309
3129,1-151780
3130,1-634183
3131,1-301740
3132,1-270673
3133,1-47498
3134,1-399422
3135,1-357108
3136,1-421775
3137,1-227111
3138,1-250652
3139,1-519429
3140,1-480756
3141,1-103075
3142,1-516414
3143,1-531683
3144,1-409601
3145,1-285989
3146,1-308572
3147,1-460693
3148,1-548001
3149,1-423448
3150,1-486613
3151,1-217876
3152,1-420382
3153,1-340193
3154,1-491280
3155,1-153077
3156,1-303406
3157,1-194903
3158,1-476506
3159,1-591830
3160,1-299713
3161,1-640498
3162,1-154571
3163,1-17176
3164,1-357217
3165,1-432013
3166,1-409755
3167,1-588444
3168,1-26853
3169,1-558334
3170,1-503743
3171,1-276847
3172,1-1811
3173,1-467887
3174,1-155526
3175,1-556714
3176,1-482600
3177,1-276672
3178,1-576182
3179,1-149896
3180,1-268764
3181,1-72155
3182,1-592678
3183,1-332212
3184,1-60709
3185,1-496287
3186,1-364513
3187,1-107284
3188,1-347291
3189,1-497323
3190,1-436251
3191,1-300809
3192,1-89483
3193,1-153696
3194,1-520279
3195,1-140203
3196,1-316728
3197,1-110602
3198,1-154593
3199,1-251992
3200,1-353792
3201,1-223311
3202,1-159158
3203,1-607934
3204,1-284515
3205,1-273713
3206,1-387899
3207,1-182902
3208,1-380004
3209,1-494235
3210,1-211277
3211,1-407056
3212,1-329087
3213,1-358716
3214,1-391544
3215,1-422035
3216,1-199756
3217,1-149512
3218,1-74683
3219,1-495262
3220,1-429408
3221,1-31055
3222,1-416085
3223,1-468553
3224,1-117020
3225,1-462571
3226,1-559150
3227,1-174629
3228,1-330371
3229,1-257341
3230,1-523516
3231,1-456958
3232,1-301015
3233,1-53536
3234,1-321290
3235,1-455766
3236,1-362759
3237,1-5599
3238,1-421919
3239,1-594166
3240,1-449153
3241,1-38787
3242,1-408409
3243,1-87365
3244,1-455272
3245,1-633511
3246,1-494129
3247,1-82306
3248,1-301265
3249,1-456580
3250,1-396450
3251,1-342745
3252,1-338629
3253,1-629702
3254,1-20459
3255,1-170285
3256,1-46494
3257,1-516777
3258,1-474803
3259,1-34434
3260,1-389375
3261,1-252582
3262,1-407099
3263,1-329318
3264,1-461311
3265,1-80916
3266,1-482956
3267,1-441279
3268,1-111081
3269,1-101599
3270,1-287414
3271,1-145871
3272,1-490966
3273,1-297950
3274,1-84128
3275,1-136585
3276,1-130857
3277,1-129274
3278,1-123171
3279,1-624144
3280,1-456289
3281,1-137347
3282,1-99952
3283,1-467821
3284,1-593578
3285,1-321739
3286,1-81230
3287,1-386964
3288,1-274932
3289,1-361636
3290,1-20801
3291,1-408155
3292,1-272795
3293,1-397212
3294,1-456731
3295,1-491217
3296,1-528694
3297,1-149989
3298,1-525015
3299,1-594918
3300,1-124548
3301,1-617262
3302,1-163666
3303,1-315799
3304,1-633425
3305,1-116642
3306,1-631500
3307,1-55877
3308,1-328299
3309,1-50866
3310,1-443312
3311,1-207272
3312,1-531172
3313,1-16283
3314,1-444300
3315,1-41396
3316,1-516032
3317,1-519725
3318,1-266039
3319,1-457110
3320,1-4724
3321,1-406086
3322,1-430372
3323,1-151383
3324,1-339061
3325,1-519444
3326,1-248388
3327,1-411928
3328,1-322353
3329,1-185566
3330,1-297541
3331,1-358837
3332,1-571505
3333,1-305202
